name,lat,lon
Dionguer,12.91,-15.91
Diongueul,14.2,-16.13
Diongui,16.17,-13.98
Dionvelli,13.85,-15.8
Diop,14.5,-16.63
Diop Diofene,14.33,-16.6
Diop Kounda,13.27,-15.75
Diop Kounda,12.87,-15.28
Diop Tiarène,13.8,-16.37
Diopam,14.55,-16.08
Diopondou,16.02,-13.38
Dior,15.1,-16.5
Dioral,14.33,-16.48
Diorbivol Station,16.12,-13.72
Diorel,14.75,-16.35
Diorel Assana,14.32,-13.52
Diorga,14.87,-17.1
Diorhar,14.42,-16.77
Diorhor,16.12,-15.99
Diorhoul,14.5,-16.45
Diori,15.38,-15.11
Diorno,16.16,-16.06
Dioro,15.38,-16.03
Dios,13.93,-16.33
Dios Peul,16.2,-16.36
Diosmone,14.4,-16.7
Diossoum,14.13,-15.68
Diote Kelbiram,14.28,-15.3
Diote Sayane,14.3,-15.3
Diouan,15.15,-16.48
Dioubene Diakle,13.88,-15.55
Dioubene Taiba,13.9,-15.53
Dioubnane,15.98,-16.3
Dioubour,12.67,-16.13
Diouboye Toranga,13.92,-12.19
Dioubéba,13.76,-12.11
Dioudan,13.07,-16.03
Dioude,16.58,-14.87
Dioude Gouriki,15.44,-12.96
Dioudian Kalou,13.08,-16.03
Dioudiouf,14.77,-16.53
Dioudiouf,14.33,-16.47
Dioudiourinndé,12.63,-15.41
Dioudoubou,12.71,-15.48
Dioudé Diabé,16.33,-13.98
Dioufana,12.92,-15.25
Dioufene,14.73,-15.6
Dioufene Gallo,13.9,-16
Dioufougne Pal,14.77,-16.65
Diougol,12.51,-12.64
Diougol Diara,12.48,-12.6
Diougop Peul,16.05,-16.43
Diouguel,14.4,-14.42
Diougueul Sanarabe,15.42,-14.39
Diouk,16.01,-16.47
Diouka Tiaro,14.42,-16.8
Diouking,12.54,-15.86
Diouko Essèl,14.4,-16.8
Dioukoul Sob,14.3,-16.2
Dioukous,14.76,-17.17
Dioulacolon,12.82,-14.87
Dioulafoundou,12.8,-11.87
Dioulagueu Banta,13.22,-14.43
Dioulangueul,13.9,-13.3
Dioulmake Diabel,14.38,-14.85
Dioulou Kogne,14.95,-15.75
Dioulouf Doundou,14.33,-16.52
Diouloulou,13.05,-16.6
Dioum,14.37,-15.17
Dioum Diaoure,13.83,-13.13
Dioum Guennt,14.37,-15.2
Dioum Samba Diao,14.27,-15.15
Diouma,14.63,-16.18
Diouma Ndiaguel,15.75,-15.77
Dioumana Bakari Baldé,13.03,-15.13
Dioumana Bakari Pata,13.07,-15.12
Dioumanan,15.28,-14.6
Dioumanegar,14.02,-16.62
Dioundia,14.2,-15.73
Dioung,14.77,-16.95
Diouni Guel,14.35,-15.58
Diounkore,13.72,-13.68
Diounkoré Dutou,13.7,-13.67
Diounoug,12.92,-16.37
Diountou Guéyène,14.05,-14.83
Diouragon,12.95,-15.9
Dioural,15.21,-15.61
Diourane,14.72,-16.45
Diourbei,14.66,-16.39
Diourbel,14.23,-16.18
Diourbel Sine,14.5,-16.2
Dioure,13.88,-16.63
Diourki,14.83,-14.82
Diourmel,15.4,-16.77
Diourou,12.8,-16.27
Diouroulé,14.78,-15.78
Diouroup,14.35,-16.53
Diourourou,13.05,-15.75
Dioutabassi,13.62,-14.02
Dioval Ouorgo,16.05,-13.38
Dioyal,12.97,-13.75
Dirimbodia,16.08,-13.8
Dirimé,13.62,-13.87
Divane,14.97,-16.12
Diâba Maoundé,16.06,-13.77
Diène,15.03,-16.35
Djabel Sambou,12.85,-14.68
Djamakouta,13.32,-15.63
Djambal,15.45,-15.21
Djambou,14.72,-15.57
Djendji,12.68,-12.18
Djené,14.55,-15.75
Djibabir,12.79,-15.97
Djibakounda,13.4,-12.43
Djibakéné,13.05,-15.27
Djibanar,12.55,-16.26
Djibanar,12.54,-15.81
Djibayala,14.23,-16.02
Djibelor,12.56,-16.32
Djibidione,13.07,-16.27
Djibiem,13.07,-16.28
Djiboher,12.53,-16.35
Djida,14.22,-15.12
Djida,13.42,-14.9
Djidadji,12.54,-15.44
Djidje Kounda,13.75,-13.67
Djifanga,13.16,-16.18
Djifangor,12.57,-16.23
Djifer,13.93,-16.77
Djifine Teko,13.13,-15.23
Djigane,13.93,-15.37
Djigane,13.88,-16.12
Djigirone,12.99,-15.97
Djigoyer,13.13,-16.15
Djigui,14.08,-15.57
Djiguinoum,12.67,-16.2
Djiguinoum Figrom,12.68,-16.22
Djiguipoum,12.73,-16.05
Djiguirone,13.1,-16.25
Djihaba,12.67,-15.52
Djike,15.27,-15.88
Djikihou,15.23,-16.08
Djilak,14.52,-16.88
Djilakh,14.63,-17.1
Djilakoun,12.65,-16.21
Djilakoun Boundao,12.65,-16.22
Djilakounda,13.16,-16.26
Djilanfale,13.15,-16.13
Djilas,14.25,-16.63
Djilassene,14.42,-16.25
Djililo,12.45,-16.28
Djilondine,12.92,-16.27
Djilonguea,12.88,-15.98
Djilor,14.07,-16.33
Djimakakor,12.82,-16.29
Djimandé,12.79,-16.4
Djimassar,12.55,-15.72
Djimbana,12.51,-15.7
Djimbé,14.62,-12.17
Djinak,13.6,-16.54
Djinak Bara,13.6,-16.55
Djinake,12.95,-16.46
Djinakh,15.37,-16.55
Djinani I,13.23,-15.73
Djinani II,13.22,-15.57
Djindé,12.77,-15.57
Djine Diané,15.2,-16.07
Djinimine,12.97,-16.57
Djiniper,13.07,-15.88
Djinokouna,12.57,-16.16
Djinonaye,12.98,-16.13
Djioundji,13.08,-16.22
Djipakoum,12.91,-16.06
Djirak,12.36,-16.63
Djiral,13.1,-16.33
Djiredi,12.62,-15.79
Djirine,12.55,-12.79
Djiringoumane,12.86,-16.02
Djirnda,13.98,-16.6
Djiromait,12.55,-16.53
Djita,14.38,-12.23
Djitoukoubon,12.8,-16.18
Djièye,13.1,-16.22
Djoumbel,12.94,-16.32
Dobou,14.64,-17.03
Dodel,16.49,-14.43
Dodj,14.18,-15.43
Dodji,15.53,-14.95
Dofane,14.52,-16.62
Dofane Masséri,14.13,-15.95
Doga,13.73,-13.97
Dogadé,14.98,-15.8
Dogakè,15.35,-15.76
Dogal,15.2,-16.53
Dogante,14.68,-17.21
Dogol,15.25,-16.67
Dogol,15.58,-16.1
Dogui Dombi,16.27,-14.07
Doguène,14.88,-17.1
Doguène,14.72,-16.13
Dojadji,15.17,-15.89
Dok,14.78,-15.82
Dok,14.4,-16.17
Dok Bouré,14.97,-16.38
Dok Saré,14.43,-16.15
Doka,14.55,-15.98
Dokhali,15.52,-15.88
Dokhali,15.48,-15.84
Doli,14.78,-15.83
Dolol,15.58,-13.08
Dom,14.45,-16.63
Domak,14.73,-14.83
Dombondir,13.13,-16.7
Donaye,16.64,-14.87
Donbondir,13.14,-16.7
Dondol,14.65,-16.58
Dong,15.08,-16.9
Dongo,15.2,-15.49
Dongol Nialbi,12.5,-12.49
Dongoli,15.87,-13.85
Dongoro,13.65,-15.63
Dongoro,13.3,-15.48
Doni Taif,14.87,-15.63
Donkéta,12.46,-11.91
Doro,15.72,-15.36
Doubbi,14.4,-12.95
Doubel,14.42,-14.75
Doubel Badiel,12.47,-12.6
Doubel Baidi Cisse,14.51,-13
Doubirou,13.18,-14.23
Doubourou,13.83,-16.13
Doucoura,15.1,-16.67
Doudame,14.38,-16.5
Doudame,12.38,-16.52
Doudoun Latié,15.54,-14.88
Doudé Bagué,14.63,-12.93
Doue,16.63,-15.05
Dougal,12.9,-13.7
Dougar II,14.7,-17.16
Dougar Peul,14.72,-17.16
Dougnane,14.95,-16.87
Dougou,16.36,-14.2
Dougou,16.15,-13.72
Dougoubène,14.13,-15.58
Dougoul,14.6,-16.12
Dougue,13.99,-12.67
Doulayel,12.83,-14.88
Douloubal,16.02,-13.45
Doulouyabe,14.1,-12.61
Doumakhia,12.5,-11.5
Doumbé,14.73,-16.22
Doumga,16.33,-14.22
Doumga Ouro Alfa,15.83,-13.45
Doumga Rindiao,15.85,-13.47
Doumgo Bossère,15.87,-13.47
Doun,15.95,-16.51
Dounde,14.3,-12.24
Doundiour,12.67,-13.1
Doundodji Guèyène,15.47,-15.18
Doundodji Tiako,15.48,-15.2
Doundoun-Djolof,15.55,-14.89
Doundé Koussem,15.09,-12.9
Doune,15.7,-16.43
Doungel,16.34,-14.03
Dounguel,14.65,-16.82
Dounoubel,14.48,-13.72
Doupi Doro,14.7,-13.75
Dourou,12.5,-16.37
Douroubaléfoutou,13,-14.23
Doussoudi,15.73,-13.85
Douta,13.02,-11.88
Douta Diara Samba Balde,13.05,-14.55
Doutoto,13.62,-13.85
Doyoli,14.45,-16.03
Doyonbot,14.52,-16.58
Drame Dimbou,13.6,-15.97
Drame Matar,13.83,-16.27
Dramé,13.8,-16.17
Duambouti,14.82,-16.32
Durong,12.46,-16.67
Dèni Youssou,14.76,-17.16
Débi,16.47,-16.29
Débou Diaoubé,14.3,-12.22
Dédiorou,14.47,-13.68
Déguère,14.55,-15.73
Déguélé,16.06,-13.76
Déiba,15.36,-13.1
Déka,14.9,-15.8
Dékébré,15.28,-15.31
Démadou,15.3,-15.32
Dématou,15.5,-16.05
Eatika,12.55,-12.2
Eau Claire,16.02,-16.49
Ebarak,12.63,-12.87
Ebato,13,-16.33
Ebinako,12.97,-16.48
Edale,12.67,-13.05
Ediamat,12.74,-16.47
Edine,12.54,-12.84
Ediouma,12.46,-16.36
Edé,15.16,-15.53
Edé,15.02,-15.76
Edé,15.01,-15.81
Edé,15.01,-15.8
Edé,15,-15.78
Edé,15.01,-15.77
Edé,15.03,-15.8
Edé,15.06,-15.75
Effram,12.52,-16.7
Efok,12.41,-16.52
Efok Etouta,12.63,-16.76
Efrane Kachiouane,12.52,-16.72
Egatie,12.62,-12.85
Egnissara,12.61,-12.87
Eguienor,13,-16.25
Eguilaye,12.88,-16.28
Ehidj,12.46,-16.7
Ekess,12.56,-12.87
Ekonèt,12.93,-16.25
Elana,12.68,-16.44
Elinkin,12.51,-16.67
Eloaye,12.8,-16.75
Elol,13.12,-16.35
Elol,13.1,-16.18
Elora,12.61,-16.37
Emaye,12.44,-16.57
Enampore,12.51,-16.45
Epengue,12.57,-12.84
Eramakono,13.28,-13.92
Ering,12.56,-16.12
Ering,12.52,-16.37
Ering,12.38,-16.63
Erinndian,12.9,-16.23
Erémokono,13.43,-12
Essanholou,12.58,-16.75
Essaoul,12.41,-16.63
Essil,12.52,-16.43
Essofol,12.9,-16.25
Essom,13.07,-16.4
Etafoune,12.43,-16.4
Etama,12.88,-16.2
Etama,12.55,-16.48
Etato,12.51,-12.24
Etekome,12.77,-16.35
Eties,12.57,-12.44
Etiolo,12.59,-12.86
Etomé,12.48,-16.36
Etouta,12.72,-16.65
Faboli,15.48,-13.22
Facel,14.95,-16.63
Fadalal,15.34,-12.94
Fadame,15.56,-15.93
Fadanga,12.72,-14.7
Fadaria,15.08,-12.81
Fadia,13.67,-14.73
Fadiacounda,13.65,-14.17
Fadial,14.15,-16.77
Fadiounkar,12.6,-15.37
Fadiout,14.17,-16.83
Fadékounda,12.57,-11.89
Fafacourou,13.07,-14.57
Fahor,14.43,-16.95
Fal Dioung,15.88,-16.28
Falia,13.92,-16.68
Falifa,13.6,-15.72
Falmere,12.82,-16.19
Falombo,13.21,-12.1
Famara,13.85,-13.6
Fambine,14,-16.6
Fana Keur Abdou,13.9,-14.68
Fanaye,16.55,-15.23
Fanaye Diéri,16.53,-15.23
Fanda,12.58,-16.14
Fandane,14.45,-16.92
Fandane,14.45,-16.23
Fandem,14.8,-16.87
Faneye,14.97,-16.53
Fanghote,12.53,-16.16
Fanghote Mankagne,12.52,-16.17
Fangolanbi,12.42,-12.01
Fangoumé,12.71,-16.14
Fanie,15.14,-15.92
Fanira,14.18,-12.22
Fanka Bantan,12.7,-15.07
Fann,14.69,-17.47
Fann-Hok,14.68,-17.47
Fao,14.47,-16.7
Faoune Kaïnako,13.08,-15.62
Faoye,14.23,-16.58
Faraba,12.88,-14.92
Faraba,12.82,-11.7
Faraba,12.49,-15.74
Farabougou,14.25,-15.95
Faracounda,12.83,-16.2
Faragnima,13.32,-15.42
Faramba,12.87,-14.97
Farancounda,12.61,-15.39
Farandi,13.02,-11.42
Farandiang,12.47,-15.6
Faranding,13.11,-11.49
Farankounda,12.71,-15.9
Farankounda,12.64,-15.67
Farao,16.52,-14.9
Farar,14.52,-16.25
Farato,14.02,-15.35
Fargui,13.7,-15.68
Faricounda,13.97,-13.85
Farimboure,13.35,-15.42
Fas,14.69,-17.45
Fas,15.06,-16.15
Fas,14.98,-16.65
Fas,14.37,-15.8
Fas,14.35,-16.03
Fas,14.15,-15.7
Fas,14,-16.1
Fas,14,-15.87
Fas,13.93,-16.22
Fas,13.92,-16.03
Fas,13.72,-15.52
Fas,14.73,-17.28
Fas Boue,15.27,-16.84
Fas Diayène,14.12,-15.1
Fas Dièye,16.01,-16.51
Fas Dièye,15.99,-16.51
Fas Ngom,15.93,-16.32
Fass,14.13,-15.2
Fass,13.05,-13.87
Fass Thiam,15.13,-15.9
Fassada,12.51,-15.54
Fassane,12.49,-15.58
Fasse Oumar,13.35,-14.7
Fatako,13.57,-12.58
Fataniabe,15.65,-13.4
Fataïa,12.87,-11.4
Fatick,14.36,-16.59
Fatié,13.36,-11.6
Fayako,14.17,-16.43
Fayil,14.28,-16.48
Faïlar,14.45,-16.78
Fele Bove,14.93,-13.5
Femboul,15.17,-16.62
Femeye,16.33,-15.77
Femia,14.13,-16.67
Fenetel,14.58,-16.3
Fenetre Mermoz,14.7,-17.47
Fenkone,14.71,-17.23
Fergo,14.16,-12.72
Ferlo,16.13,-14
Fessene,13.27,-12.07
Fete Fovrou,15.03,-13.62
Fete Gnarval,15.18,-13.7
Fete Golonbi,14.56,-12.45
Feto Diami,15.54,-14.3
Feto Pate,14.27,-12.76
Fetou Kodioli,14.95,-13
Fetto,13.67,-16.05
Fettodié,14.97,-16.27
Fiarine Diana,14.75,-16.23
Fide Diakhate,15.13,-16.25
Fidiobidji,14.22,-12.46
Figo,16.52,-15.02
Finntiok,12.66,-16.11
Firdaossi,15.02,-15.89
Fissa,14.41,-12.4
Fissa II,14.42,-12.46
Fitaba,12.72,-11.8
Fode Bineya,12.79,-11.71
Fodé Kounda,13.55,-13.88
Fofi,14.9,-15.67
Fogni,15.08,-15.36
Fogni,12.53,-16.23
Fogolou Pate,13.42,-13.45
Fonde Gande,16.24,-14.05
Fonde Thiewo,16.07,-13.8
Fondé Diarangel,16.21,-13.93
Fondé Ngouri,16.14,-13.92
Fontama,12.7,-16.42
Fora,15.42,-13.11
Forbote,15.1,-16.47
Fordiok,15.5,-16.52
Forou,13.87,-15.92
Fos,16.15,-15.85
Fos Ndiarhaye,16.1,-15.69
Fotnari,14.71,-17.12
Foua,14.32,-16.73
Foua,14.3,-16.73
Foua,14.37,-16.72
Fouial Sinndi,14.32,-16.33
Fouk,14.68,-17.04
Foula Mori,13.07,-14.03
Fouladou Samba,13.28,-14.73
Fouladou Yero,12.87,-14.28
Foulakounda,13.02,-16.55
Foulakounda,12.95,-16.55
Foulakounda,12.54,-16.3
Foulde,14.22,-12.16
Fouloum,14.87,-17.02
Foume Hara Diobe,15.44,-13.2
Foume Hara Diobe,15.44,-13.19
Foundiougne,14.13,-16.47
Foura,13.77,-16.62
Fourdou,15.22,-14.15
Fourou,13.18,-13.32
Fout,15.38,-16.78
Fout Ndiak,14.67,-16.85
Foutayel,14.2,-14.65
Foutouka,14.65,-17.12
Fufo,13.17,-16.59
Féfé,13.44,-12.12
Félane,14.4,-16.27
Félane,14.02,-16.45
Férala,14.97,-15.7
Féto,14.83,-15.87
Féto Niébé,14.22,-12.68
Fété Bowal,14.9,-13.38
G'Nit,16.17,-15.91
Gababe,16.13,-13.54
Gabane,15.73,-16.47
Gabane Peul II,15.76,-16.47
Gabar,15.77,-16.54
Gabassé,14.55,-13.48
Gabou,14.73,-12.7
Gabou,14.73,-12.53
Gabou,14.72,-12.41
Gad,14.85,-16.23
Gad,14.9,-16.35
Gad,15.83,-16.25
Gad Bitiou,15.3,-16.48
Gad Brama,15.47,-16.38
Gad Dior,15.17,-16.4
Gad Gomène,15.05,-16.83
Gad Kebe,15.37,-16.48
Gad Nar,15.84,-16.34
Gad Niakhar,15.17,-16.32
Gad Peul,15.33,-16.73
Gad Tiendé,14.93,-16.48
Gadada,14.42,-15.93
Gadan Kaye,14.82,-16.7
Gadapara,13.2,-13.48
Gadayel,15.16,-16.39
Gadi,15.12,-15.49
Gadiaga,14.96,-17.05
Gadiaga,14.23,-15.17
Gadiak,14.55,-16.52
Gadialam,15.73,-16
Gadialame,15.7,-16.02
Gadiali,14.87,-16.05
Gadiobe,16.11,-13.97
Gadji,14.37,-16.1
Gadjédji,14.75,-15.78
Gadoguène,14.48,-16.35
Gae,16.57,-15.45
Gagnabougou,14.37,-16.9
Gagnar,15.58,-16.18
Gagnar Fal,15.42,-16.27
Gagnieck,14.33,-15.98
Gagniek,14.32,-16.02
Gagny Bakar,14.15,-16.4
Gague,14.12,-16.35
Gailbandoa,14.31,-12.46
Gaima Tapsir,14.7,-15.62
Gakham,15.14,-16.69
Gal Beut,15.35,-16.47
Gala Mbingue,15.38,-16.45
Galadi,15.08,-12.63
Galague,14.53,-16.27
Galandou,12.9,-14.17
Galane,14.8,-17.05
Galangal,15.45,-14.31
Galaya,16.07,-13.86
Galayabe Foulbe,15.5,-13.32
Galayabé Torobé,15.53,-13.33
Galbe,14.95,-16.58
Galdadi,16.05,-13.94
Gale,15.55,-14.58
Gale,13.88,-14.42
Galeabe,14.28,-12.76
Galene Ndjououndjou,15.31,-15.84
Gali Ndiang,15.42,-16.37
Galinding,12.44,-11.85
Galle Mamadou,13.3,-14.63
Gallo,13.37,-12.44
Gallo Koye,13.68,-14.77
Galmbas,14.53,-14.38
Galo Marou,13.4,-14.93
Galoule,14.37,-15.48
Galoya Foulbé,16.07,-13.87
Galoya Torobbe,16.06,-13.87
Galène,14.57,-16.43
Gam,15.3,-15.61
Gama,14.08,-15.65
Gamadji,16.52,-14.7
Gaman Sek,15.81,-16.27
Gambaya,13.08,-13.45
Gambi,13.95,-13.48
Gambi Diaoubé,14.49,-12.46
Gambissa,13.23,-14.32
Gambissa Aldouma,12.8,-14.18
Gamboul,14.22,-16.23
Gamboul,14.22,-16.22
Gamboul,14.2,-16.23
Gamboulem,14.57,-17.1
Gambu rude,14.46,-17.06
Gamlaye,14.63,-17.11
Gana Balel,15.51,-13.21
Ganao,15.17,-16.03
Ganbou,14.18,-15.82
Ganda,13.95,-15.9
Gandal,14.9,-16.53
Gande,15.58,-15.84
Gande,15.1,-12.66
Gande Ko,15.58,-15.77
Gandek,15.25,-16.32
Gandiaye,14.23,-16.27
Gandigal,14.47,-16.98
Gandio,14.82,-16.23
Gandiol,15.88,-16.5
Gandji,14.72,-12.55
Gandjiri,12.63,-12.83
Gandon,15.96,-16.44
Gandoul,14.72,-17.13
Gandoul Bambara,14.71,-17.14
Gane,14.52,-16.45
Gane,14.22,-16.2
Gangala,14.71,-12.22
Gangali,13.73,-12.73
Gangara,12.59,-12.36
Gangaran,14.58,-16.48
Gangel Mama Dinba,14.89,-12.7
Gangounaye,14.83,-16.6
Gangualiel,13.7,-12.62
Ganguel,16.09,-13.84
Ganguel Maka,14.94,-12.74
Ganguel-Soulé,15.39,-12.95
Ganimel,15.89,-15.28
Ganina,15.99,-15.19
Ganina,15.96,-15.4
Gankane,15.07,-16.57
Ganket,15.98,-15.93
Ganket Guent,15.91,-15.94
Ganki,14.15,-15.75
Ganki Boubouyel,15.5,-13.13
Ganki Doumbodje,16.08,-13.52
Gantour,15.88,-16.42
Gaol,16.07,-13.49
Gaolamboura,14.45,-16.62
Gaouane,14.85,-16.38
Gaouane,14.1,-14.48
Gaoudal,16.05,-13.43
Gap,14.88,-16.4
Gap,14.75,-17.05
Gap Ndioufène,14.74,-17.05
Gapane,14.73,-17.07
Gapas,14.63,-16.03
Gapassel,14.52,-16.1
Gapo,14.68,-16.2
Gara Mbaye,15.12,-16.13
Garala,14.5,-12.69
Garam Fal,14.97,-16.42
Garan,13.73,-15.58
Garas Peul,14.53,-17.01
Garhane,14.68,-16.27
Gariwol,13.75,-13.33
Garki,15.43,-16.05
Garli,15.62,-13.17
Garébouréya,12.66,-11.45
Gas,14.6,-16.75
Gasikitt,12.7,-12.85
Gaskor,14.47,-16.63
Gassamberi,15.24,-12.93
Gassan,14.82,-15.3
Gasse,15.29,-14.04
Gasse,15.46,-15.42
Gasse,15.35,-15.08
Gassel,15.99,-14.52
Gassel,15.31,-14.01
Gassel,14.43,-15.82
Gassel Doulo,15.17,-14.64
Gassé Diabé,15.26,-14.35
Gat,14.68,-16.53
Gathiari,14.31,-12.1
Gati,15.42,-16.17
Gati,15.1,-16.57
Gati,14.73,-16.4
Gati Baba Ndiaye,15.49,-15.91
Gati II,15.25,-16.07
Gati Kilai,15.1,-16.77
Gati Loumène,15.5,-15.87
Gati Mori,15.55,-16.47
Gati Ndiongo,15.23,-16.47
Gati Ngaraf,15.16,-16.45
Gati Ngaye,15.4,-16.17
Gati Oumar,15.28,-16.57
Gati Pakha,15.72,-16.05
Gati Rat,15.22,-16.63
Gati Sake,15.25,-16.72
Gati Sake,15.25,-16.65
Gati Sir Ndiaye,14.8,-15.83
Gati Toy,15.78,-16.4
Gati-Tef,16,-16.27
Gatie,14.38,-16.02
Gatie,14.33,-15.9
Gatie Naoude,14.13,-15.88
Gatie Peulh,14.17,-15.9
Gatile,15.29,-14.96
Gattegne,15.12,-16.6
Gavane,14.27,-15.72
Gawdal II,16.07,-13.42
Gaye,14.88,-16.22
Gaye,14.7,-15.68
Gaye Bodé,14.97,-15.9
Gaye Diane,15.08,-16.83
Gaye Gaye,14.95,-16.72
Gaye Paradji,14.2,-13.3
Gaye Tiali,14.35,-13.4
Gayegnaw,14.77,-17.13
Gayene,13.38,-14.82
Gayène,14.73,-16.17
Gayène,14.15,-15.02
Gazel,14.42,-16.15
Gaégui,12.63,-12.84
Genoto,13.55,-13.82
Genty,16.07,-15.6
Gewel,15.13,-12.82
Gheune,16.53,-16.11
Gibraltar,14.69,-17.44
Girigara,13.82,-13.9
Girobé,14.47,-12.26
Giódo,15.98,-13.65
Gnaba,14.18,-15.3
Gnayam,15.75,-16.53
Gnekin,12.53,-16.75
Gnibi,14.43,-15.65
Gnibi Lambaye,14.45,-15.65
Gniguene,15.21,-15.5
Gniguene,14.7,-15.85
Gnognoya,13.46,-12.49
Goane,14.67,-16.02
Gobach,14.03,-15.62
Goback,13.93,-15.88
Gobak,14.55,-16.07
Gobak,16.08,-16.29
Gobar,16.12,-16.25
Gobarene,15.3,-16.05
Gobe,14.6,-16
God Demba Ouolof,15.84,-16.25
Godaguène,14.53,-16.75
Godiba,14.07,-15.52
Godiovel,15.14,-12.85
Godiwol,13.68,-13.43
Godj,14.02,-15.62
Godj Keur Séring Dia,14,-15.63
Godjil,14.67,-16.2
Goe,14.45,-16.75
GognioFall,16.02,-16.22
Gohé,14.6,-16.02
Gokare Sao,14.8,-16.45
Gokh Mbath,16.05,-16.51
Gol,14.95,-16.45
Gola,14.72,-17.15
Golam,14.83,-17.12
Golbe,14.92,-16.68
Gold Gainde,15.25,-16.85
Golere,16.26,-14.1
Golfa,14.58,-17.13
Golfangning,14.65,-16.95
Golmi,14.82,-12.35
Golon,16.08,-16
Golon,16.03,-15.88
Gom,14.67,-16.38
Gom,15.24,-15.5
Gombol,13.13,-15.82
Gomene,14.82,-16.77
Gomone,14.27,-16.13
Gonado,14.5,-12.73
Gonaké,15.95,-16.05
Gonaké,15.9,-16.05
Gonasse,13.13,-13.75
Gondiaye,13.9,-16.13
Gondiourou,14.24,-12.34
Gonedom,15.68,-16.47
Goneme,14.4,-16.45
Gongane,14.15,-15.85
Gongoulou,12.94,-16.08
Goniam,13.05,-16.33
Goniédji,14.4,-12.76
Gonkol,15.96,-14.4
Gonkol Kodioli Safalbé,15.95,-14.41
Gonoum,12.6,-16.04
Gonriki Samba Diom,15.44,-12.95
Gontor,14.73,-15.9
Gonène,14.6,-16.58
Gope,12.78,-13.93
Gope,12.83,-14.25
Gor Ouadi 1,15.27,-15.25
Gor Ouadi 2,15.3,-15.25
Gor Tiongo,15.31,-15.23
Gorba,14.82,-17.14
Gorbel,15.56,-15.86
Gorbi,14.76,-17.23
Gordilene,14.1,-15.65
Gorgui Diouf,14.43,-15.95
Gori,13.25,-13.92
Goria,14.05,-15.78
Goria,13.73,-15.98
Goria Band,14.17,-15.67
Gorko Goto,16.52,-15.35
Gorom,14.82,-17.16
Gorom 2,14.81,-17.17
Gorom 3,14.8,-17.17
Gorou,14.38,-16.73
Gorou Diob,14.4,-16.78
Gorée,14.67,-17.4
Gossas,14.5,-16.23
Gossas Village,14.48,-16.12
Got,14.68,-16.85
Gotou Malik,14.02,-15.48
Gotou Peul,14,-15.45
Gouba Samba Loum,13.18,-15.58
Goubanba,13.32,-15.43
Goubi,15.62,-15.61
Goubi,14.27,-15.2
Goubi,13.87,-14.7
Goudem,14.02,-16.38
Goudesaini,13.62,-12.99
Goudiane,14.72,-16.73
Goudie,14.08,-15.33
Goudiri,14.18,-12.72
Goudiri Foulbe,14.14,-12.71
Goudomp,12.58,-15.87
Goudoude-Douetbel,15.88,-13.58
Goudoumé,12.48,-16.34
Goudé,14.75,-16.3
Goufo,15.13,-16.43
Goufote Diop,15.73,-16.42
Goui Bang,13.83,-14.97
Goui Madi Bouri,13.87,-15.52
Goui Mé,15.47,-16.05
Goui Ndioro,15.05,-16.52
Goui-Dieri,14.2,-14.9
Gouidague,15.15,-16.25
Gouidi,14.05,-13.93
Gouigal,15.48,-16.35
Gouigal,15.33,-16.2
Gouillar,15.2,-16.28
Gouimebeut,15.67,-16.03
Gouindiay,14.7,-16.62
Gouinndiogou,14.77,-16.43
Gouk,13.87,-16.53
Gouli,15.05,-16.67
Goulo Koum,14.32,-15.65
Goulonga,13.75,-12.29
Goulouguina,13.77,-12.13
Gouloum,15.47,-15.28
Gouloumbo,13.5,-13.72
Goumal,15.32,-12.85
Goumanbourey,12.85,-14.52
Goumbamba,13.72,-12.07
Goumbambere,12.42,-12.51
Goumbayél,13.68,-13.17
Goumbelé,15.38,-16.35
Goumbo,14.31,-12.58
Goumbo,12.98,-14.05
Goumel,16.62,-15
Goumel,14.17,-12.98
Goumo,12.59,-12.81
Goumpéni,14.51,-12.26
Goundafa,13.84,-12.31
Goundaga,12.98,-14.27
Goundaga,12.87,-14.07
Goundaga Diro,12.73,-13.97
Goundi,13.9,-15.98
Goundin,13.76,-12.44
Goundiogué,14.67,-16.07
Goundiou,13.98,-14.43
Goundioura,15.53,-16.13
Goundioura Diop,15.52,-16.18
Goundoudé Biobe,15.87,-13.55
Goundoukouye,14.71,-17.22
Gounia,14.82,-12.44
Gounta Diayer,13.75,-14.8
Goura Sadiégal,15.86,-15.3
Gouraf,12.55,-16.22
Gourane,15.44,-16.29
Goure Babadar,16.46,-14.19
Goure Nehere,12.4,-12.53
Gourel,15.28,-13.46
Gourel Amadi Bokar,14.05,-13.7
Gourel Amadi Boubou,14.07,-13.68
Gourel Ari Khara,14.33,-12.26
Gourel Badi,15.3,-13.95
Gourel Bamba,14.96,-12.67
Gourel Bey,16.09,-13.86
Gourel Bink,15.75,-13.28
Gourel Bokari,13.45,-13.43
Gourel Bouli,15.3,-13.48
Gourel Bouli,14.36,-12.45
Gourel Bouli,14.38,-12.45
Gourel Bouna,14.58,-12.44
Gourel Dani,16.18,-13.95
Gourel Dara,15.19,-12.85
Gourel Dialoubé,14.79,-12.57
Gourel Diawambé,14.09,-12.9
Gourel Guireye,14.5,-12.65
Gourel Kea,14.13,-13.67
Gourel Maka,14.53,-13
Gourel Mama Ndiaye,14.54,-12.45
Gourel Mamadou Barra,14.4,-12.3
