name,lat,lon
Quassoumassal,15.68,-16.58
Radga,14.88,-17.15
Rahel Torodé,14,-13.07
Rakhmane,15.84,-16.39
Rakhmane Sal,15.84,-16.41
Rameda,15.09,-15.98
Ramnane,14.97,-15.93
Randome,12.74,-16.3
Ranerou,15.3,-13.97
Ranoua,15.92,-13.47
Ranoui,14.47,-15.77
Rao Peul,15.91,-16.41
Raouna Djidéré,13.03,-15.02
Rayane Mourit,14.47,-16.05
Refane Souf,14.78,-16.62
Rehahi,14.42,-14.4
Renda,15.84,-15.2
Rendo,15.92,-14.52
Revane,15.62,-14.4
Rhalambas,14.25,-16.32
Rhaye Bayar,14.47,-15.92
Rhazabe,14.55,-17.07
Rheul,14.77,-16.32
Rhodiel,14.65,-16.2
Ribo,14.38,-14.72
Ribo Diam Diam,14.37,-14.68
Richard-Toll,16.46,-15.7
Rigande,16.06,-14.94
Rikot,15.85,-16.47
Rimbakh,15.94,-16.13
Rimbarh,14.67,-16.48
Ringaye,15.97,-16.02
Rinkori,14.47,-12.84
Rio,14.18,-16.63
Risso,15.08,-16.63
Rmassa,14.68,-15.83
Rof,14.4,-16.72
Rof,14.3,-16.87
Rolore,13.98,-13.42
Romane,15.25,-16.62
Rong,16.49,-15.99
Rorane,13.92,-15.52
Ross,16.27,-16.14
Rosso,16.5,-15.82
Rote Eri,15.47,-15.42
Roto,15.46,-15.38
Rounde,16.2,-14.04
Rounde-Boyenadji,15.65,-13.33
Roye,15.77,-16.15
Réfane Kao,14.77,-16.6
Révouane,14.93,-14.57
Sa Niébé,15.1,-16.12
Saadicounda,13.56,-12.1
Saamouka,12.45,-12.57
Sab Sabre,14.48,-14.98
Sabaké,13.82,-13.97
Sabali Kounda,12.72,-14.02
Sabalor,13.67,-13.37
Sabar,14.38,-16.1
Sabassi Tiam,13.82,-16.33
Sabikassé,13.77,-13.22
Sabikouroto,12.7,-15.82
Sabodala,13.16,-12.11
Saboussire,14.92,-12.6
Saboussire,12.76,-11.92
Saboussire Gatiari,14.33,-12.11
Saboya,13.62,-16.08
Sacal,15.6,-16.07
Sachmatt,14.45,-16.18
Sad Kovo,15.63,-16.5
Sadel,15.9,-13.33
Sadi Ara,15.32,-15.83
Sadiala Aba,12.85,-15.1
Sadialé,16.2,-16
Sadio,14.8,-15.55
Sadio-Boulou,13.8,-13.95
Sadioga,14.05,-16.38
Sadok,15.67,-14.61
Safalou,13.47,-13.08
Safalou I,13.5,-13.63
Safalou II,13.5,-13.58
Safan,12.5,-15.72
Sag,15.69,-16.57
Sagala,15.28,-16.17
Sagalem,14.68,-16.48
Sagaridié,12.36,-12.29
Sagata,15.22,-15.56
Sagnafil,14.77,-17.08
Sagnanem,14.03,-16.07
Sagne,14.2,-16.2
Sagnol,14.15,-15.5
Saha Adatou,14.78,-15.6
Sahadatou,15.19,-12.87
Saham Diébel,13.92,-14.8
Saide,16.16,-13.89
Saignefollo,14.5,-16.4
Saindou,15.72,-13.35
Sakagne,14.3,-15.87
Sakale,14.02,-16.13
Sakalé,15.44,-15.97
Sakao,14.3,-16.32
Sakar,12.84,-15.44
Sakhodofi,12.95,-11.93
Sakhofara,12.88,-11.9
Sakhor,14.23,-16.52
Sakhouya,12.51,-11.6
Sakhouya,12.48,-11.88
Sakirak,14.65,-17.08
Sako,14.37,-14.62
Sako,12.8,-15.19
Sako,14.34,-12.37
Sakone,14.45,-16.7
Salao,14.88,-16.15
Salaya,12.46,-12.48
Salemboulou,13.78,-13.53
Salenia,14.22,-15.9
Salguer,15.08,-15.23
Sali,13.87,-14.92
Sali,14.44,-17.02
Sali Niagnaral,14.43,-17
Sali Tap,14.45,-17.03
Salikine,12.85,-15.56
Salikégné,13.25,-15.78
Salikénié,12.67,-14.75
Salim,15.62,-16.35
Salindiaye,12.69,-16.77
Saliot,12.5,-15.82
Salndéwas,14.74,-17.13
Salo,13.02,-16.23
Salou Ndiagne,14.55,-15.63
Saloulou,12.76,-16.76
Salémata,12.63,-12.82
Sam,15.34,-15.46
Sam,15.28,-16.6
Sam,15.8,-16.03
Sam,15.72,-16.48
Sam,14.87,-15.92
Sam,14.82,-15.52
Sam,14.78,-15.9
Sam,14.72,-16.05
Sam,13.9,-15.22
Sam Boudou,15.9,-15.41
Sam Gaye,15.45,-16.58
Sam Gueye,15.35,-16.6
Sam Gueyene,13.33,-14.75
Sam Niang,14.12,-14.63
Sam Sam,14.88,-16.08
Sam Sek,15.58,-16.33
Sam Sisse,13.3,-14.68
Sam-Sam,16.3,-15.67
Sama,14.02,-16.08
Sama Diaene,13.98,-16.1
Samadala,13.6,-12.08
Samael,14.97,-16.72
Samakou Dara,14.2,-12.12
Samakoung,12.75,-15.82
Samatit,12.53,-16.64
Samaye,12.8,-13.62
Samba,14.4,-15.77
Samba Adiouma,15.44,-15.84
Samba Bilè,15.56,-15.73
Samba Dia,14.13,-16.73
Samba Diagne,14.43,-15.9
Samba Diari,13.92,-14.28
Samba Dieye,15.68,-15.63
Samba Diop,14.53,-15.9
Samba Doguel,15.27,-14.05
Samba Drame,13.82,-16.03
Samba Guèye,13.65,-16.37
Samba Ka,13.7,-16.03
Samba Kolo,14.02,-13.57
Samba Kontaye,14.67,-12.44
Samba Niamé,14.77,-12.44
Samba Nosso,13.62,-16.37
Samba Rhodia,14.03,-16.28
Samba Sadio,15.6,-16.03
Samba Sadio,15.59,-15.99
Samba Serer,14.05,-13.55
Samba Siré,13.8,-15.67
Samba Yabe,14.25,-13.9
Samba-Sembé,15.85,-15.5
Sambadian,13.82,-13.63
Sambagal,12.39,-12.15
Sambakolo,14.22,-12.38
Sambakounda,13.25,-14.05
Sambangaye,13.58,-14.33
Sambar,15.73,-16.07
Sambaraboubou,13.12,-11.85
Sambardé,13.2,-14.38
Sambaya,12.82,-13.62
Sambayaye,14,-12.2
Sambaye Kareng,14.93,-16.97
Sambe,14.7,-16.2
Sambe,14.68,-16.13
Sambene,14.73,-16.32
Samberi,13.73,-13.98
Sambobo,14.9,-15.7
Samboko,13.41,-12.06
Sambokounda,12.64,-15.5
Sambouladian,13.08,-16.5
Sambouloum,13.07,-14.77
Sambowte,16.12,-13.86
Same,15.2,-16.37
Same Foulayel,12.91,-15.25
Same Kouta,12.9,-15.24
Same Ndiaye,15.68,-16.38
Samekoto,12.64,-11.71
Samik Diola,12.5,-16.04
Samik Mandjak,12.48,-16.04
Sammali,15.49,-15.66
Samou,12.64,-12.83
Samouna,12.82,-16.43
Samtaulou,12.87,-15.19
Samé,13.67,-12.47
Samé,13.62,-16.43
Samé,13.57,-12.83
Samé,13.31,-11.59
Samékouta,13.75,-13.78
Samékouta,12.61,-12.13
Samékouta,12.59,-11.66
Sanar,16.07,-16.43
Sanari,14.63,-15.75
Sanbangaye,13.57,-14.33
Sanbanoura,14.15,-12.22
Sanbarabougou,13.11,-11.85
Sanboulatounboun,12.7,-11.87
Sanboum,12.78,-15.39
Sanch Karang,13.59,-16.42
Sandiako,13.7,-12.14
Sandiara,15.41,-15.86
Sandiara,14.7,-16.43
Sandiara,14.43,-16.8
Sandikering,13.55,-14.13
Sandinier,12.73,-15.53
Sandok,14.77,-17.11
Sandoumana,13.62,-14.3
Saneinte,16.24,-15.8
Sanela,12.75,-11.74
Sanetie Siring,13.62,-16.4
Sangabari,13.58,-14.18
Sangage,14.42,-16.35
Sangako,13.82,-16.47
Sangaleam,14.78,-17.23
Sangamar,14.68,-17.2
Sangane,14.72,-16.82
Sangane Bambara,14.7,-16.8
Sangane Ouolof,14.72,-16.8
Sangap,13.63,-15.53
Sangare,14.38,-16.47
Sangari,14.65,-15.73
Sangati,12.47,-15.71
Sangaye,14.72,-16.58
Sanghe,14.7,-16.95
Sanghor,13.82,-16.38
Sanghué,15.09,-15.38
Sangola,12.67,-12.45
Sangome,16.38,-14.95
Sanguel,14.03,-16.03
Sanguere Lotoke,15.35,-13.33
Sanguere Namari,15.03,-13.2
Sanguere Oulo,15.17,-13.37
Sanguere Vendou Gaoudi,15.25,-13.25
Sanguéré Andiaré,15.21,-13.24
Sanguéré Vîndé Diohi,15.12,-13.28
Sanian,14.1,-15.38
Sanifil,12.66,-15.5
Sanigourou,12.42,-12.48
Saninte,16.2,-15.7
Sanka,12.68,-14.93
Sankadji,12.63,-15.77
Sankiou Tiabala,15.12,-16.3
Sankiou Tiollane,15.05,-16.23
Sankouya,12.89,-15.55
Sanniare,13.08,-14.03
Sano,12.43,-15.65
Sanoss,15.37,-16.25
Sanoukhole,14.4,-12.2
Sanoussi,15,-16.07
Sansakoro,12.9,-13.8
Sansakoto,13.68,-14.28
Sansamko,15.32,-15.08
Sansanba,12.8,-15.8
Sansanbale Kanwali,12.75,-14.93
Sansanding,13.93,-12.21
Sansankoto,12.8,-14.53
Sansanto,12.9,-11.73
Sanséla,12.71,-11.44
Santac,12.77,-16.04
Santadian,12.67,-15.36
Santankoye,12.97,-14.87
Santhie Sérère,14.76,-17.08
Santi Galgone,14.02,-15.52
Santiaba,12.56,-16.54
Santiaba,12.53,-16.18
Santiaba,12.47,-16.17
Santiaba,14.57,-17.12
Santiaba Mandjak,12.37,-16.56
Santiaba Ouolof,12.52,-16.64
Santio Pire,14.93,-16.8
Santiop Taiba,15.03,-16.9
Santiou Diadia,14.13,-14.5
Santiou Merina,15.82,-16.29
Santié Passi,14.02,-16.27
Sao,15.01,-16.99
Sao,14.48,-16.67
Sao,13.58,-14.37
Saot,14.93,-15.52
Sap,14.1,-16.45
Sapi,13.13,-13.98
Sassak,14.55,-16.63
Sassal,14.63,-16.63
Sassar,14.65,-16.5
Sassar Salem,14.5,-16.43
Sassara,14.2,-16.28
Sasse,14.52,-16.43
Sassel,16.54,-14.35
Sassene,14.68,-16.92
Satadougou,12.64,-11.42
Sate Ouali,14.22,-16.1
Satiane,14.78,-17.25
Satiba,12.83,-15.52
Satioum,12.48,-15.65
Satong Ania,12.72,-12.4
Satté,15.22,-16.53
Saté,14.78,-15.97
Sava Gandé,16.22,-14.03
Savila,14.2,-15.97
Savoigne,16.2,-16.28
Savoigne-Pionnier,16.17,-16.31
Sayansoutou,13.39,-11.64
Sayet Ndiaye,14.28,-15.98
Sayindi Daouda,13.27,-15.28
Saër,15.67,-16.45
Sebou,14.68,-12.18
Sedhiou,12.71,-15.56
Sedioudi,12.53,-15.72
Segafoula,12.57,-15.56
Segoro,13.31,-11.8
Segou,12.41,-12.28
Segoukoura,13.78,-13.48
Segre Secco,14.03,-15.75
Segueko,12.99,-12.53
Seguel,15.17,-16.82
Segueul,14.53,-17.06
Seguilaye,13.03,-16.08
Seignethiou Baïty,15.7,-16.35
Seignethiou Diadj,15.73,-16.38
Seignethiou Maissa,15.59,-16.45
Seignethiou Tierigne,15.58,-16.42
Seketare,15.63,-16.55
Sekhoto,12.44,-11.78
Sekhoto,12.86,-11.72
Sekondji,14.01,-12.18
Sekounaya,12.55,-15.45
Sekreta,12.42,-11.96
Sekèlè,13.98,-16.15
Sekélé Samane,14,-16.17
Sele Diagne,15.81,-15.9
Selguir,16.06,-16.3
Selikenie,12.7,-14.73
Selko,14.98,-16.82
Semba Diakhaté,13.97,-16.18
Seme,15.19,-12.94
Semel,15.93,-16.35
Seneghor,14.4,-16.52
Seno Andale,14.46,-12.45
Seno Bobore,13.37,-15.45
Seno Bode,14.18,-12.78
Seno Dimba Sali,14.76,-12.67
Seno Issaga,14.44,-12.46
Seno Pale,15.39,-13.16
Seno Samayabe,14.37,-13.18
Senoye,14.76,-12.68
Sentien Sine,14.98,-16.6
Sentiou N'Gueye,15.32,-16.6
Seo,14.57,-15.87
Seo Rhaye,14.77,-16.73
Seo Toure,14.6,-15.87
Seoro,13.63,-13.9
Seou,15.32,-16.45
Serifkounda,12.62,-15.91
Serigne Abo,14.68,-15.97
Serigne Aogamou,14.9,-15.75
Serine Dar,13.98,-16.2
Serpoli,16.61,-14.56
Sessene,14.65,-16.28
Sessene,14.43,-16.75
Sessoum,14.93,-14.63
Sessène,14.62,-16.48
Sessène,14.63,-17.04
Seun Bou Nâk,14.72,-17.23
Sevane,14,-15.15
Siambandi,12.62,-15.52
Sibana,12.5,-15.68
Sibassar,14.2,-16.17
Sibi Nokho,14.07,-14.72
Sibidianto,12.7,-15.3
Sibikaranto,12.71,-15.07
Sibikili,12.97,-12.49
Sibikouroto,12.67,-15.94
Sibink,12.6,-16.03
Sibokoto,13.17,-11.56
Sibon Moussa,14.15,-16.12
Sibéré,12.92,-14.92
Sicounda,13.13,-13.87
Sidak,14.62,-14.88
Sidate,15.74,-15.89
Sidi Nague,14.93,-15.78
Sidibougou,14.38,-16.92
Sidiounfou,12.59,-16.74
Siendou,14.67,-17.21
Sieno,15.18,-16.35
Sientankine,12.7,-15.2
Sifassou,12.52,-15.88
Sifoca,12.49,-16.69
Sig,14.27,-16.58
Sikatoroum,13.98,-15.98
Sikilo,12.9,-14.95
Sikmat,14.77,-15.53
Sikoum,12.48,-15.89
Sil,14.2,-14.55
Sila Kounda,12.43,-12.57
Silacounda,12.64,-12.12
Silakounda,12.6,-12.38
Silam,14.73,-16.47
Silame,13.65,-14.47
Silat,14.97,-14.97
Silaya Silacounda,13.07,-15.32
Silif,14.27,-16.53
Silik,12.96,-16.12
Siliti,13.15,-16.58
Silla,16.09,-13.51
Silla,16.12,-13.59
Sillakounda,13.07,-15.3
Silman,14.77,-16.92
Silorou,14.6,-12.83
Simakounda,12.58,-15.5
Simal,14.15,-16.65
Simbadi Balant,12.55,-15.78
Simbani,13.57,-13.35
Simbara,13.97,-15.63
Simbi,13.17,-14.3
Simenti,13.03,-13.3
Simon Diène,13.75,-16.38
Simte Kobel,13.73,-15.63
Sina,12.54,-15.6
Sinalla,13.95,-15.72
Sinden,12.6,-16.08
Sindia,14.58,-17.04
Sindia Kafngoun,14.57,-17.03
Sindia Lorom,14.58,-17.03
Sindialong,12.83,-16.02
Sindian,12.96,-16.18
Sindina,12.62,-15.83
Sindou,14.75,-12.85
Sine,15.18,-16.74
Sine,15.25,-16
Sine,14.67,-16.82
Sine,13.87,-15.63
Sine,13.68,-15.53
Sine,15.4,-16.57
Sine Altéré,15.45,-16.48
Sine Bakar Diop,14.94,-17.05
Sine Bilali,12.85,-15.01
Sine Diaye,15.47,-16.57
Sine Leye Kane,15.01,-16.52
Sine Makoumba,15.01,-16.49
Sine Mbarik,15.13,-16.63
Sine Moktar,13.85,-14.98
Sine Ouad,15.7,-16.32
Sinebakar,14.93,-17.03
Sinediane,14.55,-16.4
Sinfiou Diam,16.08,-13.51
Singalene,12.5,-16.54
Singap Tilidji,12.46,-15.73
Singhere,12.67,-15.91
Singuer,12.52,-15.92
Singuer Mandingue,12.54,-15.95
Sini Madiaga,15.18,-16.63
Siniane,14.85,-17.15
Sinndabou,12.7,-14.93
Sinndiane,13.97,-15.92
Sinndiane Kibik,14.48,-16.85
Sinngoumbo Sal,14.78,-15.87
Sinnki,14.27,-16.65
Sinnki Sambadao,13.72,-14.22
Sinntia Diaye,12.88,-13.97
Sinntial Maboubé,14.23,-13.35
Sinntian Abdoulaye,12.8,-14.73
Sinntian Abib,12.87,-14.22
Sinntian Diae,13.03,-14.45
Sinntian Diobo,12.8,-14.33
Sinntian Doulde,13.32,-13.85
Sinntian Fodé,13.22,-13.87
Sinntian Gana Boiro,12.75,-14.7
Sinntian Goundo,13.05,-14.53
Sinntian Irodi,12.72,-13.77
Sinntian Kenadi,12.92,-13.8
Sinntian Koba,12.95,-14.23
Sinntian Kéléfa,12.82,-14.25
Sinntian Lountan,12.98,-14.28
Sinntian Madou,12.75,-13.75
Sinntian Mandi,12.85,-14.22
Sinntian Maoundé,12.85,-14.13
Sinntian Samba,12.73,-13.88
Sinntian Sambaoule,12.8,-14.03
Sinntian Sana,12.7,-13.88
Sinntian Sili,12.95,-13.35
Sinntian Sora,13.23,-13.87
Sinntian Sori,12.88,-13.68
Sinntian Tamalel,13.1,-13.97
Sinntian Tamba,13.37,-14.87
Sinntian Woumbe,12.93,-14.93
Sinntian Yero,13.12,-13.93
Sinntiane,15.5,-13.21
Sinntiane,14.48,-17.02
Sinntiane Daouadi,14.2,-13.93
Sinntiou Adar,14.05,-15.05
Sinntiou Alassane,14.15,-12.65
Sinntiou Amal Ali,14.13,-13.63
Sinntiou Amat Modi,14.38,-13.03
Sinntiou Baba,13.93,-14.55
Sinntiou Bakari,13.98,-12.82
Sinntiou Bamba,13.82,-15.25
Sinntiou Bamba,13.12,-15.15
Sinntiou Bankou,13.46,-12.83
Sinntiou Bara,15.72,-13.38
Sinntiou Barinabe,14.18,-13.6
Sinntiou Bay Ladji,14.15,-12.73
Sinntiou Bilali,14.3,-13.52
Sinntiou Bokar Ali,14.23,-13.57
Sinntiou Bokar Ali,14.07,-12.93
Sinntiou Bokar Kobor,14.08,-13.18
Sinntiou Boto,12.95,-14.18
Sinntiou Bourou,14.15,-12.66
Sinntiou Damba,13.92,-13.9
Sinntiou Demba,14.4,-13.05
Sinntiou Demba Saïdou,14.03,-13.4
Sinntiou Dembaya,13.68,-14.52
Sinntiou Dialégué,13.85,-13.87
Sinntiou Diamal,13.82,-15.67
Sinntiou Diame,13.52,-14.27
Sinntiou Diara,13.9,-13.48
Sinntiou Dinba,14.2,-12.76
Sinntiou Dinba,14.16,-12.75
Sinntiou Diohe,14.12,-12.45
Sinntiou Diolo,13.85,-14.12
Sinntiou Diors,13.85,-16
Sinntiou Dioye,14.47,-12.24
Sinntiou Diéli,14.42,-13.17
Sinntiou Doube,14.18,-12.76
Sinntiou Doubel,14.32,-13.42
Sinntiou Dourinabe,14.27,-13.53
Sinntiou Déboukoulé,14.63,-12.15
Sinntiou Ere Sire,14.1,-12.65
Sinntiou Faoura,13.34,-12.93
Sinntiou Fas,14.07,-14.52
Sinntiou Fissa,14.39,-12.37
Sinntiou Foulbe,13.98,-12.74
Sinntiou Gaderi,13.63,-13.07
Sinntiou Galo,13.4,-12.45
Sinntiou Ganiado,14.22,-13.73
Sinntiou Garba,15.51,-13.27
Sinntiou Gaya,13.91,-12.86
Sinntiou Godor Sow,14.1,-14.2
Sinntiou Goudaguène,14.48,-16.78
Sinntiou Gourou,13.83,-13.57
Sinntiou Hara,13.97,-12.82
Sinntiou Hierikounda Kinndemeri,13.47,-12.53
Sinntiou Idi,14.25,-12.81
Sinntiou Kafate,14.12,-14.9
Sinntiou Kagnoube,13.17,-13.08
Sinntiou Kolinka,13.65,-13.92
Sinntiou Kolonto,13.78,-14.72
Sinntiou Kotiari,13.7,-13.55
Sinntiou Kotie,13.4,-12.87
Sinntiou Lotoké,15.47,-13.28
Sinntiou Maka,14.18,-12.61
Sinntiou Maka,14.13,-12.71
Sinntiou Maka,13.55,-12.28
Sinntiou Mamadou Boubou,14.28,-12.81
Sinntiou Mamadou Sire,14.01,-12.79
Sinntiou Mamar Mbaye,13.7,-15.82
Sinntiou Mamout,13.85,-15.98
Sinntiou Mandar,13.9,-15.48
Sinntiou Marse,15.46,-13.27
Sinntiou Medina,13.48,-14.3
Sinntiou Missira,13.75,-15.97
Sinntiou Modi,13.62,-13.75
Sinntiou Mogo,15.68,-13.38
Sinntiou Mour,13.93,-15.97
Sinntiou Naba,13.75,-13.62
Sinntiou Nguerane,14.1,-14.93
Sinntiou Omar Lile,14.21,-12.77
Sinntiou Oumar Diara,13.98,-13.58
Sinntiou Oumarou,13.72,-13.6
Sinntiou Paté,13.85,-15.13
Sinntiou Sadiali,13.82,-14.08
Sinntiou Saga,13.63,-12.83
Sinntiou Salo,13.4,-12.5
Sinntiou Samba Diallo,13.53,-14.35
Sinntiou Samba Toulou,14.1,-13.83
Sinntiou Sanbassira,13.52,-14.2
Sinntiou Sapane,14.17,-14.42
Sinntiou Sileye,14.76,-12.99
Sinntiou Smadiari,14.35,-12.36
Sinntiou Soufa,13.67,-13.97
Sinntiou Tapsirou,14.38,-12.83
Sinntiou Tiamene,13.8,-15.93
Sinntiou Tiapato,13.9,-13.68
Sinntiou Tierno,13.6,-13.45
Sinntiou Toura,13.99,-12.81
Sinntiou Vanar,13.88,-15.63
Sinntiou Vélinngara,13.55,-12.12
Sinntiou Yalabe,14.33,-13.72
Sinntiou Yoro Mbaye,14.2,-12.34
Sinntiou Yérédé,13.7,-13.43
Sinntiou-Dianke-Makam,13.43,-12.87
Sinntiou-Mamadou,13.51,-12.53
Sinntiourou,12.44,-12.02
Sinntiouroudissi,12.47,-12.47
Sinou,15.17,-16.47
Sinoubar,15.77,-16.12
Sinthie Faraba,14.23,-15.07
Sinthiou Amadou Melram,16.15,-13.73
Sinthiou Mour,15.32,-16.48
Sintian Dioudé,15.4,-12.94
Sintiou,16.17,-13.99
Sintiou Baba,14.25,-12.79
Sintiou Bacary,14.01,-12.95
Sintiou Bocar Samb,14.05,-12.94
Sintiou Bodel,14.23,-12.78
Sintiou Bogguel,16.02,-13.84
Sintiou Bouma,15.18,-16.62
Sintiou Boumaka,16.11,-13.61
Sintiou Dangdé,16.57,-14.34
Sintiou Dialiguel,14.56,-12.2
Sintiou Faragbe,16.03,-14.01
Sintiou Gnani,15.55,-16.52
Sintiou Kanène,15.37,-16.17
Sintiou Mâyél,13.88,-13.87
Sintiou Ndiol,15.58,-16.48
Sintiou Ouakha,15.1,-16.87
Sintiou Ouaki,15.52,-16.07
Sintiou Pénaga,16.43,-14.39
Sintiou Seydou Ndoula,14.3,-12.46
Sintiou Thirmoye,15.98,-16.32
Sintiân Lambé,15.5,-13.27
Sioual,14.17,-15.32
Sioual,13.16,-16.15
Siouré,16.45,-14.14
Sipane,14.62,-16.93
Sipane,14.62,-15.93
Sipo,13.75,-16.51
Sira,14.73,-12.52
Sira Doundou Barka,14.71,-12.53
Siri Ouoro,15.7,-13.4
Sirman Diala,13.85,-13.92
Sisal,12.85,-14.93
Sissékounda,13.57,-14.43
Sita,13.08,-15.9
Sitabanta,14.11,-12.2
Sitakourou,13.63,-14.33
Sitaoule Yeradiala,13.65,-13.7
Sitaoulé,13.4,-13.48
Sitaoulé Bouré Kamara,13.63,-13.72
Sitokoto,13.77,-13.73
Sitouama,13.37,-13
Sitoukène,13.03,-16.22
Sival,15.48,-16.37
Sivi Abé,14.72,-13.7
Siviabé,15.27,-13.9
Sivol,15.22,-15.54
Siwiabe,14.44,-12.79
Siwo,13.91,-16.66
Siwol,13.6,-15.67
Sièr,16.07,-15.9
Sièr,16.07,-15.69
Sobel,14.25,-14.63
Sobeme,14.4,-16.47
Sobo,12.67,-12.32
Soboulde,13.17,-15.1
Sodiankounda,13.12,-15.93
Sohol,14.46,-12.78
Sohol,14.47,-12.78
Sohr,16.03,-16.47
Sokanou,14.75,-16.38
Sokodou,12.57,-12.75
Sokon,13.88,-16.37
Sokori,15.42,-15.94
Solbok,14.8,-15.87
Solibali,13.22,-14.98
Solibané,13.27,-13.88
Soliko,12.65,-15.36
Solmeo,15.35,-15.59
Solobene,13.12,-16.03
Som,14.42,-16.22
Som,15.34,-15.34
Som,15.36,-15.33
Som,13.9,-15.83
Soma,12.77,-13.9
Soma Mandé,12.77,-13.88
Somak,14.55,-16.32
Sombade,15.46,-15.13
Somone,14.49,-17.08
Somono,15.93,-13.33
Sonako,12.46,-15.75
Sonfara,13.65,-12.18
Song Gane,15.1,-16.1
Sonkokounda,12.92,-16.4
Sonkoron,13.78,-15.55
Sonkounkou,13.38,-11.89
Sop,14.58,-16.6
Sop,14.48,-16.45
Sor-Nord,16.03,-16.5
Sorange,12.66,-15.65
Soreto Saboussire,13.49,-11.91
Soringo,15.24,-14.51
Soringo Poular,15.44,-13.13
Sorinngo Toucouleur,15.43,-13.12
Sorok,14.47,-16.35
Sorok,14.6,-16.8
Sorokogne,14.18,-15.5
Sorom,13.97,-16.32
Sorone,14.92,-15.77
Sorsorobougou,14.2,-16.7
Sossobe,15.01,-13.48
Sotokoto Boulou,13.65,-13.73
Sotokoye,13.75,-15.62
Sotokoye,13.65,-15.77
Souaki,12.94,-15.75
Souare,13.68,-13.98
Soubacounda,13.58,-14.08
Soubal-Mbouda,16.2,-14.01
Soubanik,12.65,-12.87
Souboute,12.49,-15.7
Souda,12.79,-16.03
Soudiane,14.22,-16.72
Soudiane Loul,14.23,-16.68
Soudj,14.45,-14.3
Soudouta,13.8,-12.72
Soudoutrou,15.95,-14.63
Souga,13.1,-15.85
Souima,16.66,-14.97
Soukem,14.45,-16.8
Soukoto,13.67,-16.13
Soukoto,12.99,-15.14
Soukoundou,15.7,-16.47
Soukoundou,14.65,-15.82
Soukouta,13.8,-16.48
Soukouta,12.91,-15.93
Soukouta,12.75,-12.46
Soukouta,12.52,-16.2
Soukouto,13.27,-13.03
Soukoutoto,13.17,-15.8
Soukoutoto,12.82,-15.59
Soukoutoto,12.7,-15.88
Soulkhou Thisse,14.05,-15.53
Soum,14.07,-16.48
Soumaniko,13.04,-12.52
Soumbel,14.18,-16.68
Soumboundou,12.95,-15.78
Soumboundou,12.82,-15.39
Soumbourou Daka,14.26,-12.34
Soumoucounda,12.45,-15.83
Soumtokolo,13.35,-12.11
Soun Mbadat,14.69,-17.07
Soun Ouolof,14.71,-17.05
Soun Sérère,14.71,-17.07
Soundoutoukourou,13.26,-12.07
Sounnatou,16.21,-13.96
Soupa,14.52,-16.18
Souraye,16.27,-13.96
Sourel Moulaye,13.07,-14.27
Souriel,13.6,-13.87
Souriel Ndiobo,13.05,-13.77
Sourou,13.75,-16.48
Souroundou,13.45,-11.99
Soussane,14.4,-16.82
Soussoum,14.58,-16.77
Soussoutou,13,-14.93
Soutna,14.73,-17.05
Soutou,12.87,-16.26
Soutouba,13.6,-13.93
Soutouba Dimaba,13.6,-13.92
Soutoukoundi,13.68,-14.08
Soutoure,12.95,-14.13
Suelle,12.95,-16.28
Suma Kunda Bakary,13.28,-14.5
Suzana,13.07,-16.45
Sèbère,15.51,-15.66
Séane,14.25,-16.03
Sébi Fas,14.74,-17.15
Sébikhotane,14.75,-17.14
Sébikhoutane William Ponty,14.74,-17.17
Sédo Abas,15.77,-13.47
Séfa,12.78,-15.55
Ségala Koubokoto,13.01,-11.85
Séli,14.33,-15.22
Sélin,14.5,-12.23
Séléki,12.53,-16.47
Séno Diaral,14.19,-12.46
Séno Gouro,14.61,-12.46
Séno Mamadou Pinda,14.91,-12.65
Séno Ndao,16.04,-15.68
Séno Tekwayé,14.11,-12.45
Séno Youpé,14.36,-12.46
Sénoba,13.37,-15.52
Sénoudébou,14.36,-12.25
Séoudji,14.32,-12.44
Séoundé,15.18,-13.11
Séparak Lou,14.69,-17.21
Sérif,12.52,-15.59
Sêk,14.76,-17.24
Taba,14.28,-14.98
Taba,14.02,-14.73
Taba Ahmetou,16.14,-16.41
Taba Darou Salam I,16.16,-16.41
Taba Tache,16.12,-16.42
Taba Treich,16.16,-16.38
Tabacoto,13.28,-13.07
Tabadialène,13.8,-15.13
Tabadian,13.63,-14.27
Tabadian,13.2,-13.45
Tabadian,12.67,-15.44
Tabadinnto,12.7,-14.07
Tabakali,14.37,-16.08
Tabakouta,13.77,-16.47
Tabali,12.89,-15.9
Taban,13.3,-14.8
Tabana,12.76,-15.77
Tabandi,13.92,-13.4
Tabandi,13.65,-14.18
Tabandi,13.18,-13.45
Tabanding,13.75,-16.43
Tabanding Ouolof,13.5,-14.4
Tabandinnto,12.82,-14.73
Tabasseye,12.8,-15.03
Tabasseye Mandingue,12.9,-14.47
Tabayel,13.03,-15.67
Tabayel Bouraïma,13.25,-14.48
Tabayel Diaoure,13.62,-14.48
Tabayel Sanba,12.87,-15.05
Tabi,15.07,-16.52
Tabi,12.73,-16.23
Tabor,12.66,-16.26
Taboto,13.42,-13.02
Tag Gueye,14.27,-15
Taga,13.87,-15.3
Taga Kati,13.9,-14.93
Tago,14.76,-17.07
Taiba,15.12,-16.38
Taiba,15.04,-16.88
Taiba,14.8,-16.3
